Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
atletico-madrid,42,26,7,9,75,32,87,2.0714285714285716
fc-valencia,42,26,11,5,77,51,83,1.9761904761904763
fc-barcelona,42,22,6,14,72,39,80,1.9047619047619047
espanyol-barcelona,42,20,8,14,63,36,74,1.7619047619047619
cd-teneriffa,42,20,10,12,69,54,72,1.7142857142857142
real-madrid,42,20,12,10,75,51,70,1.6666666666666667
real-sociedad-san-sebastian,42,17,13,12,62,53,63,1.5
real-betis-sevilla,42,16,12,14,61,54,62,1.4761904761904763
deportivo-la-coruna,42,16,13,13,63,44,61,1.4523809523809523
sd-compostela,42,17,17,8,47,54,59,1.4047619047619047
celta-vigo,42,12,14,16,49,51,52,1.2380952380952381
fc-sevilla,42,11,16,15,43,55,48,1.1428571428571428
real-saragossa,42,11,16,15,51,59,48,1.1428571428571428
real-oviedo,42,12,18,12,48,67,48,1.1428571428571428
athletic-bilbao,42,11,16,15,44,55,48,1.1428571428571428
real-valladolid,42,11,17,14,57,62,47,1.119047619047619
racing-santander,42,11,17,14,47,69,47,1.119047619047619
sporting-gijon,42,13,22,7,51,60,46,1.0952380952380953
rayo-vallecano,42,12,22,8,47,75,44,1.0476190476190477
albacete-balompie,42,10,20,12,55,81,42,1.0
cp-merida,42,10,20,12,37,62,42,1.0
ud-salamanca,42,8,25,9,53,82,33,0.7857142857142857
