Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
real-madrid,38,24,6,8,81,40,80,2.1052631578947367
deportivo-la-coruna,38,22,9,7,73,44,73,1.9210526315789473
rcd-mallorca,38,20,7,11,61,43,71,1.868421052631579
fc-barcelona,38,17,9,12,80,57,63,1.6578947368421053
fc-valencia,38,18,11,9,55,34,63,1.6578947368421053
celta-vigo,38,16,11,11,51,49,59,1.5526315789473684
fc-villarreal,38,16,13,9,58,52,57,1.5
fc-malaga,38,16,14,8,60,61,56,1.4736842105263157
espanyol-barcelona,38,14,16,8,46,44,50,1.3157894736842106
deportivo-alaves,38,14,17,7,58,59,49,1.2894736842105263
ud-las-palmas,38,13,18,7,42,62,46,1.2105263157894737
athletic-bilbao,38,11,17,10,44,60,43,1.131578947368421
real-sociedad-san-sebastian,38,11,17,10,52,68,43,1.131578947368421
rayo-vallecano,38,10,15,13,56,68,43,1.131578947368421
ca-osasuna,38,10,16,12,43,54,42,1.105263157894737
real-valladolid,38,9,14,15,42,50,42,1.105263157894737
real-saragossa,38,9,14,15,54,57,42,1.105263157894737
real-oviedo,38,11,19,8,51,67,41,1.0789473684210527
racing-santander,38,10,19,9,48,62,39,1.0263157894736843
cd-numancia,38,10,19,9,40,64,39,1.0263157894736843
