Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
real-madrid,42,27,4,11,85,36,92,2.1904761904761907
fc-barcelona,42,28,8,6,102,48,90,2.142857142857143
deportivo-la-coruna,42,21,7,14,57,30,77,1.8333333333333333
real-betis-sevilla,42,21,7,14,81,46,77,1.8333333333333333
atletico-madrid,42,20,11,11,76,64,71,1.6904761904761905
athletic-bilbao,42,16,10,16,72,57,64,1.5238095238095237
real-valladolid,42,18,14,10,57,46,64,1.5238095238095237
real-sociedad-san-sebastian,42,18,15,9,50,47,63,1.5
cd-teneriffa,42,15,16,11,69,57,56,1.3333333333333333
fc-valencia,42,15,16,11,63,59,56,1.3333333333333333
sd-compostela,42,13,15,14,52,65,53,1.2619047619047619
espanyol-barcelona,42,14,19,9,51,57,51,1.2142857142857142
racing-santander,42,11,14,17,52,54,50,1.1904761904761905
real-saragossa,42,12,16,14,58,66,50,1.1904761904761905
sporting-gijon,42,13,18,11,45,63,50,1.1904761904761905
celta-vigo,42,12,17,13,51,54,49,1.1666666666666667
real-oviedo,42,12,18,12,49,65,48,1.1428571428571428
rayo-vallecano,42,13,23,6,43,62,45,1.0714285714285714
cf-extremadura,42,11,20,11,35,64,44,1.0476190476190477
fc-sevilla,42,12,23,7,50,69,43,1.0238095238095237
hercules-alicante,42,12,25,5,40,77,41,0.9761904761904762
cd-logrones,42,9,27,6,33,85,33,0.7857142857142857
