Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
fc-barcelona,38,23,10,5,78,56,74,1.9473684210526316
athletic-bilbao,38,17,7,14,52,42,65,1.7105263157894737
real-madrid,38,17,9,12,63,45,63,1.6578947368421053
real-sociedad-san-sebastian,38,16,7,15,60,37,63,1.6578947368421053
rcd-mallorca,38,16,10,12,55,39,60,1.5789473684210527
celta-vigo,38,17,12,9,54,47,60,1.5789473684210527
atletico-madrid,38,16,10,12,79,56,60,1.5789473684210527
real-betis-sevilla,38,17,13,8,49,50,59,1.5526315789473684
fc-valencia,38,16,15,7,58,52,55,1.4473684210526316
espanyol-barcelona,38,12,9,17,44,31,53,1.394736842105263
real-valladolid,38,13,14,11,36,47,50,1.3157894736842106
deportivo-la-coruna,38,12,13,13,44,46,49,1.2894736842105263
real-saragossa,38,12,14,12,45,53,48,1.263157894736842
racing-santander,38,12,17,9,46,55,45,1.1842105263157894
cd-teneriffa,38,11,15,12,44,57,45,1.1842105263157894
ud-salamanca,38,12,17,9,46,46,45,1.1842105263157894
sd-compostela,38,11,16,11,56,66,44,1.1578947368421053
real-oviedo,38,9,16,13,36,51,40,1.0526315789473684
cp-merida,38,9,17,12,33,53,39,1.0263157894736843
sporting-gijon,38,2,29,7,31,80,13,0.34210526315789475
