Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
fc-valencia,38,23,7,8,71,27,77,2.026315789473684
fc-barcelona,38,21,8,9,63,39,72,1.894736842105263
deportivo-la-coruna,38,21,9,8,60,34,71,1.868421052631579
real-madrid,38,21,10,7,72,54,70,1.8421052631578947
athletic-bilbao,38,15,12,11,53,49,56,1.4736842105263157
fc-sevilla,38,15,13,10,56,45,55,1.4473684210526316
atletico-madrid,38,15,13,10,51,53,55,1.4473684210526316
fc-villarreal,38,15,14,9,47,49,54,1.4210526315789473
real-betis-sevilla,38,13,12,13,46,43,52,1.368421052631579
fc-malaga,38,15,17,6,50,55,51,1.3421052631578947
rcd-mallorca,38,15,17,6,54,66,51,1.3421052631578947
real-saragossa,38,13,16,9,46,55,48,1.263157894736842
ca-osasuna,38,11,12,15,38,37,48,1.263157894736842
albacete-balompie,38,13,17,8,40,48,47,1.236842105263158
real-sociedad-san-sebastian,38,11,14,13,49,53,46,1.2105263157894737
racing-santander,38,11,17,10,48,63,43,1.131578947368421
espanyol-barcelona,38,13,21,4,48,64,43,1.131578947368421
real-valladolid,38,10,17,11,46,56,41,1.0789473684210527
celta-vigo,38,9,17,12,48,68,39,1.0263157894736843
real-murcia,38,5,22,11,29,57,26,0.6842105263157895
