Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
fc-bayern-munchen,34,22,3,9,67,32,75,2.2058823529411766
sv-werder-bremen,34,21,6,7,79,37,70,2.0588235294117645
hamburger-sv,34,21,8,5,53,30,68,2.0
fc-schalke-04,34,16,5,13,47,31,61,1.7941176470588236
bayer-04-leverkusen,34,14,10,10,64,49,52,1.5294117647058822
hertha-bsc,34,12,10,12,52,48,48,1.411764705882353
borussia-dortmund,34,11,10,13,45,42,46,1.3529411764705883
1-fc-nurnberg,34,12,14,8,49,51,44,1.2941176470588236
vfb-stuttgart,34,9,9,16,37,39,43,1.2647058823529411
borussia-monchengladbach,34,10,12,12,42,50,42,1.2352941176470589
1-fsv-mainz-05,34,9,14,11,46,47,38,1.1176470588235294
hannover-96,34,7,10,17,43,47,38,1.1176470588235294
arminia-bielefeld,34,10,17,7,32,47,37,1.088235294117647
eintracht-frankfurt,34,9,16,9,42,51,36,1.0588235294117647
vfl-wolfsburg,34,7,14,13,33,55,34,1.0
1-fc-kaiserslautern,34,8,17,9,47,71,33,0.9705882352941176
1-fc-koln,34,7,18,9,49,71,30,0.8823529411764706
msv-duisburg,34,5,17,12,34,63,27,0.7941176470588235
