Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
fc-bayern-munchen,34,25,5,4,80,18,79,2.323529411764706
vfl-wolfsburg,34,20,5,9,72,38,69,2.0294117647058822
borussia-monchengladbach,34,19,6,9,53,26,66,1.9411764705882353
bayer-04-leverkusen,34,17,7,10,62,37,61,1.7941176470588236
fc-augsburg,34,15,15,4,43,43,49,1.4411764705882353
fc-schalke-04,34,13,12,9,42,40,48,1.411764705882353
borussia-dortmund,34,13,14,7,47,42,46,1.3529411764705883
tsg-1899-hoffenheim,34,12,14,8,49,55,44,1.2941176470588236
eintracht-frankfurt,34,11,13,10,56,62,43,1.2647058823529411
sv-werder-bremen,34,11,13,10,50,65,43,1.2647058823529411
1-fsv-mainz-05,34,9,12,13,45,47,40,1.1764705882352942
1-fc-koln,34,9,12,13,34,40,40,1.1764705882352942
hannover-96,34,9,15,10,40,56,37,1.088235294117647
vfb-stuttgart,34,9,16,9,42,60,36,1.0588235294117647
hertha-bsc,34,9,17,8,36,52,35,1.0294117647058822
hamburger-sv,34,9,17,8,25,50,35,1.0294117647058822
sc-freiburg,34,7,14,13,36,47,34,1.0
sc-paderborn-07,34,7,17,10,31,65,31,0.9117647058823529
