Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
borussia-dortmund,34,19,4,11,76,38,68,2.0
fc-bayern-munchen,34,19,10,5,66,46,62,1.8235294117647058
fc-schalke-04,34,14,6,14,45,36,56,1.6470588235294117
borussia-monchengladbach,34,15,11,8,52,51,53,1.5588235294117647
hamburger-sv,34,12,8,14,52,47,50,1.4705882352941178
fc-hansa-rostock,34,13,11,10,47,43,49,1.4411764705882353
karlsruher-sc,34,12,10,12,53,47,48,1.411764705882353
tsv-1860-munchen,34,11,11,12,52,46,45,1.3235294117647058
sv-werder-bremen,34,10,10,14,39,42,44,1.2941176470588236
vfb-stuttgart,34,10,11,13,59,62,43,1.2647058823529411
sc-freiburg,34,11,14,9,30,41,42,1.2352941176470589
1-fc-koln,34,9,12,13,33,35,40,1.1764705882352942
fortuna-dusseldorf,34,8,10,16,40,47,40,1.1764705882352942
bayer-04-leverkusen,34,8,12,14,37,38,38,1.1176470588235294
fc-st-pauli,34,9,14,11,43,51,38,1.1176470588235294
1-fc-kaiserslautern,34,6,10,18,31,37,36,1.0588235294117647
eintracht-frankfurt,34,7,16,11,43,68,32,0.9411764705882353
kfc-uerdingen-05,34,5,18,11,33,56,26,0.7647058823529411
