Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
juventus-turin,38,26,4,8,67,27,86,2.263157894736842
ac-mailand,38,23,5,10,63,28,79,2.0789473684210527
inter-mailand,38,18,2,18,65,37,72,1.894736842105263
udinese-calcio,38,17,10,11,56,40,62,1.631578947368421
uc-sampdoria,38,17,11,10,42,29,61,1.605263157894737
us-palermo,38,12,9,17,48,44,53,1.394736842105263
acr-messina,38,12,14,12,44,52,48,1.263157894736842
as-rom,38,11,15,12,55,58,45,1.1842105263157894
as-livorno,38,11,15,12,49,60,45,1.1842105263157894
reggina-calcio,38,10,14,14,36,45,44,1.1578947368421053
us-lecce,38,10,14,14,66,73,44,1.1578947368421053
cagliari-calcio,38,10,14,14,51,60,44,1.1578947368421053
lazio-rom,38,11,16,11,48,53,44,1.1578947368421053
ac-siena,38,9,13,16,44,55,43,1.131578947368421
chievo-verona,38,11,17,10,32,49,43,1.131578947368421
ac-florenz,38,9,14,15,42,50,42,1.105263157894737
fc-bologna,38,9,14,15,33,36,42,1.105263157894737
fc-parma,38,10,16,12,48,65,42,1.105263157894737
brescia-calcio,38,11,19,8,37,54,41,1.0789473684210527
atalanta-bergamo,38,8,19,11,34,45,35,0.9210526315789473
