Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
ac-mailand,34,20,4,10,59,34,70,2.0588235294117645
lazio-rom,34,20,5,9,65,31,69,2.0294117647058822
ac-florenz,34,16,10,8,55,41,56,1.6470588235294117
fc-parma,34,15,9,10,55,36,55,1.6176470588235294
as-rom,34,15,10,9,69,49,54,1.588235294117647
juventus-turin,34,15,10,9,42,36,54,1.588235294117647
udinese-calcio,34,16,12,6,52,52,54,1.588235294117647
inter-mailand,34,13,14,7,59,54,46,1.3529411764705883
fc-bologna,34,11,12,11,44,47,44,1.2941176470588236
as-bari,34,9,10,15,39,44,42,1.2352941176470589
fbc-unione-venezia,34,11,14,9,38,45,42,1.2352941176470589
piacenza-calcio-1919,34,11,15,8,48,49,41,1.2058823529411764
cagliari-calcio,34,11,15,8,49,50,41,1.2058823529411764
ac-perugia-calcio,34,11,17,6,43,61,39,1.1470588235294117
us-salernitana-1919,34,10,16,8,37,51,38,1.1176470588235294
uc-sampdoria,34,9,15,10,38,55,37,1.088235294117647
vicenza-calcio,34,8,17,9,27,47,33,0.9705882352941176
fc-empoli,34,4,20,10,26,63,20,0.5882352941176471
