Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
juventus-turin,38,26,3,9,72,24,87,2.289473684210526
as-rom,38,19,6,13,54,31,70,1.8421052631578947
lazio-rom,38,21,11,6,71,38,69,1.8157894736842106
ac-florenz,38,18,10,10,61,46,64,1.6842105263157894
ssc-neapel,38,18,11,9,70,54,63,1.6578947368421053
fc-genua-1893,38,16,11,11,62,47,59,1.5526315789473684
uc-sampdoria,38,13,8,17,48,42,56,1.4736842105263157
inter-mailand,38,14,11,13,59,48,55,1.4473684210526316
fc-turin,38,14,12,12,48,45,54,1.4210526315789473
ac-mailand,38,13,12,13,56,50,52,1.368421052631579
us-palermo,38,12,13,13,53,55,49,1.2894736842105263
us-sassuolo,38,12,13,13,49,57,49,1.2894736842105263
hellas-verona,38,11,14,13,49,65,46,1.2105263157894737
chievo-verona,38,10,15,13,28,41,43,1.131578947368421
fc-empoli,38,8,12,18,46,52,42,1.105263157894737
udinese-calcio,38,10,17,11,43,56,41,1.0789473684210527
atalanta-bergamo,38,7,15,16,38,57,37,0.9736842105263158
cagliari-calcio,38,8,20,10,48,68,34,0.8947368421052632
ac-cesena,38,4,22,12,36,73,24,0.631578947368421
fc-parma,38,6,24,8,33,75,19,0.5
