Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
as-monaco,38,23,5,10,69,30,79,2.0789473684210527
fc-paris-saint-germain,38,18,7,13,57,31,67,1.763157894736842
fc-nantes,38,16,6,16,61,32,64,1.6842105263157894
fc-girondins-bordeaux,38,16,7,15,59,42,63,1.6578947368421053
fc-metz,38,17,10,11,40,30,62,1.631578947368421
aj-auxerre,38,17,11,10,49,32,61,1.605263157894737
sc-bastia,38,17,11,10,54,47,61,1.605263157894737
olympique-lyon,38,16,10,12,59,50,60,1.5789473684210527
racing-strassburg,38,19,16,3,52,49,60,1.5789473684210527
hsc-montpellier,38,12,11,15,40,40,51,1.3421052631578947
olympique-marseille,38,12,13,13,43,48,49,1.2894736842105263
ea-guingamp,38,11,14,13,32,36,46,1.2105263157894737
rc-lens,38,12,17,9,40,52,45,1.1842105263157894
ac-le-havre,38,10,15,13,34,43,43,1.131578947368421
as-cannes,38,9,15,14,25,41,41,1.0789473684210527
fc-stade-rennes,38,10,18,10,40,58,40,1.0526315789473684
sm-caen,38,7,15,16,35,46,37,0.9736842105263158
as-nancy-lorraine,38,9,19,10,33,51,37,0.9736842105263158
osc-lille,38,8,19,11,32,58,35,0.9210526315789473
ogc-nizza,38,5,25,8,30,68,23,0.6052631578947368
