Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
fc-paris-saint-germain,38,27,3,8,84,23,89,2.3421052631578947
as-monaco,38,23,4,11,63,31,80,2.1052631578947367
osc-lille,38,20,7,11,46,26,71,1.868421052631579
as-saint-etienne,38,20,9,9,56,34,69,1.8157894736842106
olympique-lyon,38,17,11,10,56,44,61,1.605263157894737
olympique-marseille,38,16,10,12,53,40,60,1.5789473684210527
fc-girondins-bordeaux,38,13,11,14,49,43,53,1.394736842105263
fc-lorient,38,13,15,10,48,53,49,1.2894736842105263
fc-toulouse,38,12,13,13,46,53,49,1.2894736842105263
sc-bastia,38,12,15,11,42,56,49,1.2894736842105263
stade-reims,38,12,14,12,44,52,48,1.263157894736842
fc-stade-rennes,38,11,14,13,47,45,46,1.2105263157894737
fc-nantes,38,12,15,11,38,43,46,1.2105263157894737
fc-evian-thonon-gaillard,38,11,16,11,39,51,44,1.1578947368421053
hsc-montpellier,38,8,12,18,45,53,42,1.105263157894737
ea-guingamp,38,11,18,9,34,42,42,1.105263157894737
ogc-nizza,38,12,20,6,30,44,42,1.105263157894737
fc-sochaux-montbeliard,38,10,18,10,37,61,40,1.0526315789473684
fc-valenciennes,38,7,23,8,37,65,29,0.7631578947368421
ac-ajaccio,38,4,23,11,37,72,23,0.6052631578947368
