Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
olympique-lyon,38,24,7,7,74,37,79,2.0789473684210527
fc-girondins-bordeaux,38,22,7,9,65,38,75,1.9736842105263157
olympique-marseille,38,17,10,11,58,45,62,1.631578947368421
as-nancy-lorraine,38,15,8,15,44,30,60,1.5789473684210527
as-saint-etienne,38,16,12,10,47,34,58,1.5263157894736843
fc-stade-rennes,38,16,12,10,47,44,58,1.5263157894736843
osc-lille,38,13,7,18,45,32,57,1.5
ogc-nizza,38,13,9,16,35,30,55,1.4473684210526316
fc-le-mans,38,14,13,11,46,49,53,1.394736842105263
fc-lorient,38,12,10,16,32,35,52,1.368421052631579
sm-caen,38,13,13,12,48,53,51,1.3421052631578947
as-monaco,38,13,17,8,40,48,47,1.236842105263158
fc-valenciennes,38,12,17,9,42,40,45,1.1842105263157894
fc-sochaux-montbeliard,38,10,14,14,34,43,44,1.1578947368421053
aj-auxerre,38,12,18,8,33,52,44,1.1578947368421053
fc-paris-saint-germain,38,10,15,13,37,45,43,1.131578947368421
fc-toulouse,38,9,14,15,36,42,42,1.105263157894737
rc-lens,38,9,16,13,43,52,40,1.0526315789473684
racing-strassburg,38,9,21,8,34,55,35,0.9210526315789473
fc-metz,38,5,24,9,28,64,24,0.631578947368421
