Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
aj-auxerre,38,22,10,6,66,30,72,1.894736842105263
fc-paris-saint-germain,38,19,8,11,65,36,68,1.7894736842105263
as-monaco,38,19,8,11,64,39,68,1.7894736842105263
fc-metz,38,18,9,11,42,30,65,1.7105263157894737
rc-lens,38,16,7,15,45,31,63,1.6578947368421053
hsc-montpellier,38,17,12,9,51,40,60,1.5789473684210527
fc-nantes,38,14,11,13,44,42,55,1.4473684210526316
fc-stade-rennes,38,13,10,15,44,41,54,1.4210526315789473
racing-strassburg,38,14,12,12,46,44,54,1.4210526315789473
ea-guingamp,38,13,11,14,34,33,53,1.394736842105263
olympique-lyon,38,10,10,18,41,41,48,1.263157894736842
ogc-nizza,38,12,17,9,37,44,45,1.1842105263157894
ac-le-havre,38,11,15,12,33,45,45,1.1842105263157894
as-cannes,38,12,18,8,45,51,44,1.1578947368421053
sc-bastia,38,12,18,8,45,55,44,1.1578947368421053
fc-girondins-bordeaux,38,11,18,9,44,52,42,1.105263157894737
osc-lille,38,9,17,12,27,50,39,1.0263157894736843
fc-gueugnon,38,8,16,14,27,46,38,1.0
as-saint-etienne,38,6,16,16,36,59,34,0.8947368421052632
fc-martigues,38,9,22,7,31,58,34,0.8947368421052632
