Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
olympique-lyon,34,20,8,6,62,32,66,1.9411764705882353
rc-lens,34,18,6,10,55,30,64,1.8823529411764706
aj-auxerre,34,16,7,11,48,38,59,1.7352941176470589
fc-paris-saint-germain,34,15,6,13,43,24,58,1.7058823529411764
osc-lille,34,15,8,11,39,32,56,1.6470588235294117
fc-girondins-bordeaux,34,14,12,8,34,31,50,1.4705882352941178
es-troyes-ac,34,13,13,8,40,35,47,1.3823529411764706
fc-sochaux-montbeliard,34,12,12,10,41,40,46,1.3529411764705883
olympique-marseille,34,11,12,11,34,39,44,1.2941176470588236
fc-nantes,34,12,15,7,35,41,43,1.2647058823529411
sc-bastia,34,12,17,5,38,44,41,1.2058823529411764
fc-stade-rennes,34,11,15,8,40,51,41,1.2058823529411764
hsc-montpellier,34,9,12,13,28,31,40,1.1764705882352942
cs-sedan-ardennes,34,8,11,15,35,39,39,1.1470588235294117
as-monaco,34,9,13,12,36,41,39,1.1470588235294117
ea-guingamp,34,9,17,8,34,57,35,1.0294117647058822
fc-metz,34,9,19,6,31,47,33,0.9705882352941176
fc-lorient,34,7,17,10,43,64,31,0.9117647058823529
