Won,Lost,Draw,GF,GA,PPM,Foreign playing time %,Average age,diversity
25,2,11,77,27,2.263157894736842,83.55352348547277,24.0,1.04940640377
25,5,8,68,24,2.1842105263157894,71.3105139688633,25.6875,1.05024103604
20,6,12,68,37,1.894736842105263,95.14912444361524,21.289473684210527,1.05285783932
17,9,12,55,37,1.6578947368421053,53.01938468902067,23.75,1.03464434952
17,10,11,54,48,1.631578947368421,32.59515570934256,24.857142857142858,1.0170259131
14,13,11,39,34,1.394736842105263,64.17735668281259,25.324324324324323,1.04803445069
14,15,9,45,45,1.3421052631578947,52.017614091273025,23.076923076923077,1.03280879809
14,15,9,42,45,1.3421052631578947,50.64876121315677,24.358974358974358,1.03705961497
15,18,5,58,50,1.3157894736842106,67.13973216667556,23.594594594594593,1.04875313053
12,17,9,34,45,1.1842105263157894,63.159718520098096,25.529411764705884,1.04686134268
12,17,9,38,55,1.1842105263157894,66.28369893392471,26.294117647058822,1.03175563977
11,19,8,41,53,1.0789473684210527,52.66365087812667,24.53125,1.03885690324
10,17,11,38,57,1.0789473684210527,47.36113330137935,26.571428571428573,1.02939671455
10,17,11,40,60,1.0789473684210527,76.43682763407277,26.06451612903226,1.06911333925
9,20,9,34,54,0.9473684210526315,72.39790073793857,24.833333333333332,1.04974300131
8,19,11,39,64,0.9210526315789473,59.626651043885815,26.96875,1.04558276177
7,18,13,40,59,0.8947368421052632,63.82341937897493,23.763157894736842,1.0414937549
7,20,11,28,57,0.8421052631578947,52.42366971011793,22.272727272727273,1.04076902546
8,22,8,36,67,0.8421052631578947,66.7926939666649,23.794117647058822,1.06029794486
27,6,5,103,32,2.263157894736842,72.25849433710859,25.085714285714285,1.0546251092
27,7,4,86,28,2.236842105263158,67.14289522083322,25.08823529411765,1.0608432668
23,9,6,83,41,1.9736842105263157,93.24745149184211,21.733333333333334,1.06361971571
21,10,7,67,41,1.8421052631578947,58.286743859463186,23.26829268292683,1.03492779332
18,7,13,73,45,1.763157894736842,69.10504179311079,24.1,1.05189593184
17,8,13,52,39,1.6842105263157894,48.058691947166594,25.516129032258064,1.02595660859
18,11,9,61,35,1.6578947368421053,77.73066666666666,23.647058823529413,1.05109381738
16,9,13,60,49,1.605263157894737,68.36997846489245,23.071428571428573,1.04469141548
13,14,11,38,47,1.3157894736842106,47.413150042625745,25.52777777777778,1.02299295766
13,14,11,41,55,1.3157894736842106,85.2167429971243,25.285714285714285,1.09042736106
11,13,14,34,48,1.236842105263158,66.6978584605513,25.864864864864863,1.04119895385
12,16,10,39,46,1.2105263157894737,71.79480353529975,25.30952380952381,1.05364208764
11,16,11,48,56,1.1578947368421053,56.29955947136563,24.526315789473685,1.04367587135
10,19,9,42,67,1.0263157894736843,48.07897545357524,25.3125,1.03914977828
9,18,11,32,56,1.0,56.72115410255727,24.10810810810811,1.03320876483
9,20,9,37,79,0.9473684210526315,81.32583131116503,25.22222222222222,1.07358328728
8,19,11,47,66,0.9210526315789473,52.51928704442671,23.771428571428572,1.04388670431
8,24,6,42,82,0.7894736842105263,54.22475258061083,25.03030303030303,1.0260200143
6,20,12,34,75,0.7894736842105263,68.39140580992999,25.945945945945947,1.04963720178
7,24,7,34,66,0.5,73.77870118800277,25.42222222222222,1.071556849
23,4,11,78,37,2.1052631578947367,75.0,24.13953488372093,1.06591030249
21,9,8,69,33,1.868421052631579,76.79259830377795,24.454545454545453,1.0582799073
21,9,8,60,33,1.868421052631579,64.33639176357623,23.42222222222222,1.0453913583
19,8,11,72,43,1.7894736842105263,87.47635666142739,23.352941176470587,1.05640490177
16,8,14,55,46,1.631578947368421,69.70520816674663,24.68421052631579,1.04862967727
17,14,7,59,44,1.5263157894736843,67.93442099379874,23.452380952380953,1.04723915405
13,10,15,51,45,1.4210526315789473,63.74983331110815,23.90625,1.05276727986
11,11,16,49,43,1.2894736842105263,79.71704385288407,27.5,1.06611996494
12,14,12,48,59,1.263157894736842,44.17150157023474,25.102564102564102,1.02681258634
12,15,11,45,56,1.236842105263158,47.41255006675568,23.692307692307693,1.03060357724
12,15,11,56,71,1.236842105263158,78.65024446284966,24.243243243243242,1.0811983852
11,14,13,56,57,1.2105263157894737,47.701638646520536,23.68421052631579,1.02814838824
13,18,7,46,48,1.2105263157894737,65.39546519054716,26.939393939393938,1.04023164546
12,16,10,52,56,1.2105263157894737,47.31073838030986,25.41176470588235,1.03808706624
11,17,10,46,59,1.131578947368421,80.99299096554114,25.054054054054053,1.07634683612
9,14,15,40,61,1.105263157894737,89.0079428540967,24.02857142857143,1.08164691871
11,20,7,46,66,1.0526315789473684,61.687048730450535,23.69047619047619,1.0303276548
8,15,15,37,58,1.0263157894736843,41.57063593683312,25.823529411764707,1.02293311327
10,19,9,55,78,1.0263157894736843,57.60104511037645,24.232558139534884,1.02593279803
7,19,12,43,70,0.868421052631579,50.260596713290425,24.85,1.05165742723
28,5,5,93,29,2.3421052631578947,63.71287787987748,24.735294117647058,1.04143306863
28,5,5,89,33,2.3421052631578947,55.45323894182147,23.5609756097561,1.04685040582
21,10,7,74,49,1.8421052631578947,86.37077664474559,23.155555555555555,1.08036362207
20,9,9,66,41,1.8157894736842106,67.4122001224805,24.183673469387756,1.04278324702
19,11,8,56,51,1.7105263157894737,69.55017301038062,23.864864864864863,1.0410130022
18,10,10,65,46,1.6842105263157894,68.61315817579835,25.6875,1.0450010371
15,12,11,50,40,1.4736842105263157,62.98071801427506,25.428571428571427,1.05426039117
14,14,10,47,40,1.368421052631579,58.60668874879795,24.7,1.03614229692
14,14,10,48,51,1.368421052631579,81.46119692659452,26.11111111111111,1.06613259209
13,17,8,45,52,1.236842105263158,71.36282620840095,25.0,1.04581403858
12,15,11,44,51,1.236842105263158,49.94676603673143,24.470588235294116,1.01920527992
12,15,11,52,66,1.236842105263158,43.60776171843808,24.482758620689655,1.02469424648
11,15,12,45,46,1.1842105263157894,57.299843014128726,24.62857142857143,1.03743414523
11,15,12,36,53,1.1842105263157894,50.419899224186196,27.838709677419356,1.02342948517
11,17,10,42,62,1.131578947368421,93.4861407249467,25.413793103448278,1.07552621859
7,14,17,37,53,1.0,65.20141643813733,24.56756756756757,1.03385743984
10,21,7,43,66,0.9736842105263158,46.168906053047984,26.872340425531913,1.03708917417
