Won,Lost,Draw,GF,GA,PPM,Foreign playing time %,Average age,diversity
10,22,6,46,77,0.9473684210526315,45.928504485205515,24.94736842105263,1.04002308817
8,23,7,48,78,0.8157894736842105,70.23749098389122,24.43243243243243,1.05579080797
5,23,10,40,82,0.6578947368421053,60.37705618457595,23.97222222222222,1.02886037949
28,5,5,86,43,2.3421052631578947,61.40798638804701,23.94871794871795,1.04748670383
23,6,9,66,34,2.0526315789473686,72.2250380131779,23.973684210526315,1.0402676591
22,7,9,75,39,1.9736842105263157,74.6102390533806,25.12121212121212,1.03790105415
21,7,10,72,37,1.9210526315789473,77.7582065652522,23.75,1.04097486406
21,8,9,66,46,1.894736842105263,57.41722383527343,24.57894736842105,1.0346555951
16,7,15,55,40,1.6578947368421053,68.19501025108502,24.724137931034484,1.05389052303
16,9,13,71,43,1.605263157894737,54.564591771477296,22.641025641025642,1.0305405314
14,17,7,53,57,1.2894736842105263,78.34702368252614,25.193548387096776,1.05824974632
11,14,13,47,51,1.2105263157894737,73.2802683420296,25.766666666666666,1.0303990023
12,16,10,45,53,1.2105263157894737,56.24501090947794,24.72972972972973,1.03924134925
10,14,14,41,58,1.1578947368421053,58.956813461845684,25.085714285714285,1.03617078212
11,17,10,50,60,1.131578947368421,91.70203112071957,26.666666666666668,1.09275442898
9,14,15,34,45,1.105263157894737,60.37333901419327,27.3,1.03040685174
9,15,14,49,60,1.0789473684210527,50.54410003990954,24.324324324324323,1.03945088793
10,17,11,47,69,1.0789473684210527,59.82078566285303,23.875,1.04138854987
11,19,8,45,68,1.0789473684210527,78.67576500693038,23.615384615384617,1.04513761876
9,17,12,41,54,1.0263157894736843,60.25319829424307,24.416666666666668,1.03683471635
9,20,9,47,73,0.9473684210526315,94.49245212567344,25.02857142857143,1.06308262831
6,22,10,43,73,0.7368421052631579,79.19848851752307,25.5,1.04425463106
4,21,13,30,60,0.6578947368421053,66.67555318581712,27.68421052631579,1.06146412073
27,6,5,102,37,2.263157894736842,86.14359930731318,25.535714285714285,1.04618326626
26,6,6,101,50,2.210526315789474,59.73149009703575,23.38235294117647,1.04407463448
25,6,7,71,27,2.1578947368421053,76.49218978684904,23.8125,1.0481824816
24,7,7,68,41,2.0789473684210527,84.11813355387775,23.794871794871796,1.03542437653
21,8,9,61,39,1.894736842105263,63.152567653952694,24.970588235294116,1.03769262844
21,11,6,55,51,1.8157894736842106,63.90461439863277,23.243243243243242,1.0417009507
19,12,7,64,43,1.6842105263157894,62.16453440434078,24.54054054054054,1.05242152601
15,12,11,54,46,1.4736842105263157,49.797926083488434,23.515151515151516,1.03544445377
13,14,11,45,52,1.3157894736842106,81.21142490715259,25.70967741935484,1.05691395316
15,19,4,43,59,1.2894736842105263,88.24094841396987,24.0,1.03465140258
13,19,6,33,48,1.1842105263157894,65.58996618113066,26.047619047619047,1.0470664562
11,18,9,54,54,1.105263157894737,75.81401545430323,24.666666666666668,1.02654804228
11,20,7,40,51,1.0526315789473684,50.35863797562862,25.238095238095237,1.04215704017
10,20,8,41,60,1.0,72.4294813466788,24.736842105263158,1.04571065275
10,20,8,39,61,1.0,57.656316461080394,23.72222222222222,1.04510708603
10,21,7,38,53,0.9736842105263158,63.09765208110992,26.363636363636363,1.042064374
7,16,15,43,59,0.9473684210526315,74.91291977983994,26.242424242424242,1.06176629716
8,21,9,28,62,0.868421052631579,58.60152135751902,26.1,1.03087561964
9,24,5,40,85,0.8421052631578947,67.6762568865941,25.0,1.06817317515
7,22,9,32,74,0.7894736842105263,54.01181982749441,24.6,1.04347829229
26,3,9,73,32,2.289473684210526,82.53294914892481,23.92105263157895,1.04517210359
24,7,7,83,38,2.0789473684210527,84.10379241516966,25.38888888888889,1.04437368852
22,7,9,71,36,1.9736842105263157,79.80249673933297,23.0,1.03805672199
20,8,10,62,37,1.8421052631578947,66.71198912261058,23.88372093023256,1.03791560383
19,12,7,58,53,1.6842105263157894,67.37895158063225,23.69047619047619,1.03917719951
18,12,8,52,48,1.631578947368421,63.065821706252,23.314285714285713,1.04557274976
18,14,6,54,33,1.5789473684210527,67.70913736658592,23.54054054054054,1.05877128449
16,14,8,46,49,1.4736842105263157,71.40991123077333,24.25,1.05388588504
15,14,9,48,45,1.4210526315789473,86.11162815433298,26.4,1.05918055055
13,16,9,47,51,1.263157894736842,59.702725020644095,26.0,1.04882860121
12,15,11,48,50,1.236842105263158,57.30202627240334,24.25,1.03700928763
12,15,11,44,47,1.236842105263158,51.78124500772139,24.75,1.03691278369
11,16,11,38,51,1.1578947368421053,57.10624666310732,25.529411764705884,1.03803693446
11,19,8,46,55,1.0789473684210527,60.927310957919666,25.91891891891892,1.04464954205
10,19,9,40,63,1.0263157894736843,75.0899544230923,22.88095238095238,1.03264603689
7,14,17,31,53,1.0,60.33610312133803,24.764705882352942,1.04245142932
10,20,8,31,57,1.0,61.584258863733446,24.342105263157894,1.04570801794
8,19,11,33,51,0.9210526315789473,68.87712827092187,26.057142857142857,1.04501295259
7,19,12,28,53,0.868421052631579,25.722589590443683,25.533333333333335,1.0150725613
8,24,6,42,73,0.7894736842105263,42.972101574782165,25.048780487804876,1.0361232802
23,3,12,68,36,2.1315789473684212,68.13289284382161,25.857142857142858,1.05871430683
20,7,11,65,36,1.868421052631579,90.09718588134778,23.658536585365855,1.04401173806
19,6,13,69,35,1.8421052631578947,57.210835526490676,22.70967741935484,1.02795808178
19,10,9,71,41,1.736842105263158,84.60658615736554,24.36842105263158,1.04618326626
19,10,9,49,35,1.736842105263158,65.94395908800341,22.522727272727273,1.03597178903
18,11,9,59,41,1.6578947368421053,78.95395928807417,24.02857142857143,1.05608711928
16,8,14,65,51,1.631578947368421,63.18928561919216,23.16,1.04688592214
16,10,12,63,50,1.5789473684210527,64.31140596275277,22.431818181818183,1.03717047318
14,15,9,41,55,1.3421052631578947,80.92732565903688,26.322580645161292,1.05349844172
12,12,14,59,53,1.3157894736842106,88.12871894762121,23.65,1.04228846383
11,13,14,59,55,1.236842105263158,53.229808692868005,24.666666666666668,1.03335183798
12,15,11,42,52,1.236842105263158,75.7095691996379,24.833333333333332,1.06088578102
12,17,9,40,50,1.1842105263157894,83.74247830022898,26.384615384615383,1.08501092528
10,15,13,34,48,1.131578947368421,73.59927567106945,25.4,1.04356571562
11,18,9,39,51,1.105263157894737,63.55647867071417,25.605263157894736,1.05210257012
11,18,9,45,67,1.105263157894737,37.86330245927819,24.06122448979592,1.02790797772
9,17,12,48,62,1.0263157894736843,70.02023321441882,25.5,1.05789637595
9,19,10,44,65,0.9736842105263158,79.45373884226842,23.642857142857142,1.04717905652
9,22,7,39,67,0.8947368421052632,56.498199759967996,25.585365853658537,1.03147055399
3,27,8,27,76,0.4473684210526316,66.59026093445988,23.5,1.0524120658
30,5,3,85,33,2.4473684210526314,89.42289800366837,23.79591836734694,1.03327473038
26,4,8,86,26,2.263157894736842,62.99811255549352,22.657894736842106,1.03427035719
23,6,9,80,39,2.0526315789473686,87.3618619018454,24.727272727272727,1.05214402339
22,6,10,78,42,2.0,68.35920884729903,23.394736842105264,1.04105471254
23,9,6,77,44,1.9736842105263157,84.11563900149349,23.738095238095237,1.04873946445
18,5,15,54,29,1.8157894736842106,70.9032858853266,23.428571428571427,1.04407524784
17,11,10,62,44,1.605263157894737,60.81893113533635,24.871794871794872,1.04074169398
12,16,10,41,48,1.2105263157894737,59.405018493387615,24.305555555555557,1.04472237149
12,16,10,55,67,1.2105263157894737,36.42101898953312,23.365853658536587,1.02578141453
12,17,9,43,51,1.1842105263157894,75.80083472897891,26.266666666666666,1.04199416196
12,17,9,47,64,1.1842105263157894,73.69262753878138,23.65909090909091,1.07245434045
12,18,8,48,63,1.1578947368421053,66.9338944228413,25.612903225806452,1.05061666198
11,16,11,41,56,1.1578947368421053,73.02479162783267,26.11764705882353,1.05239369111
12,21,5,50,63,1.0789473684210527,58.24269340212217,25.11111111111111,1.03957603804
12,21,5,45,70,1.0789473684210527,67.86663830692332,25.864864864864863,1.04763407741
11,20,7,39,55,1.0526315789473684,42.82897716675992,25.63888888888889,1.02211217739
11,20,7,40,68,1.0526315789473684,87.37822730902316,25.782608695652176,1.08550739205
9,22,7,37,80,0.8947368421052632,60.55050774986638,25.023809523809526,1.04280085081
5,20,13,27,53,0.7368421052631579,56.471716203259824,26.285714285714285,1.0294125405
6,26,6,29,69,0.631578947368421,68.77131287297527,24.357142857142858,1.07163734471
