Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
manchester-united,38,25,6,7,73,35,82,2.1578947368421053
newcastle-united,38,24,8,6,66,37,78,2.0526315789473686
fc-liverpool,38,20,7,11,70,34,71,1.868421052631579
aston-villa,38,18,11,9,52,35,63,1.6578947368421053
fc-arsenal,38,17,9,12,49,32,63,1.6578947368421053
fc-everton,38,17,11,10,64,44,61,1.605263157894737
blackburn-rovers,38,18,13,7,61,47,61,1.605263157894737
tottenham-hotspur,38,16,9,13,50,38,61,1.605263157894737
nottingham-forest,38,15,10,13,50,54,58,1.5263157894736843
west-ham-united,38,14,15,9,43,52,51,1.3421052631578947
fc-chelsea,38,12,12,14,46,44,50,1.3157894736842106
fc-middlesbrough,38,11,17,10,35,50,43,1.131578947368421
leeds-united,38,12,19,7,40,57,43,1.131578947368421
milton-keynes-dons,38,10,17,11,55,70,41,1.0789473684210527
sheffield-wednesday,38,10,18,10,48,61,40,1.0526315789473684
coventry-city,38,8,16,14,42,60,38,1.0
fc-southampton,38,9,18,11,34,52,38,1.0
manchester-city,38,9,18,11,33,58,38,1.0
queens-park-rangers,38,9,23,6,38,57,33,0.868421052631579
bolton-wanderers,38,8,25,5,39,71,29,0.7631578947368421
