Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
fc-chelsea,38,27,6,5,103,32,86,2.263157894736842
manchester-united,38,27,7,4,86,28,85,2.236842105263158
fc-arsenal,38,23,9,6,83,41,75,1.9736842105263157
tottenham-hotspur,38,21,10,7,67,41,70,1.8421052631578947
manchester-city,38,18,7,13,73,45,67,1.763157894736842
aston-villa,38,17,8,13,52,39,64,1.6842105263157894
fc-liverpool,38,18,11,9,61,35,63,1.6578947368421053
fc-everton,38,16,9,13,60,49,61,1.605263157894737
birmingham-city,38,13,14,11,38,47,50,1.3157894736842106
blackburn-rovers,38,13,14,11,41,55,50,1.3157894736842106
stoke-city,38,11,13,14,34,48,47,1.236842105263158
fc-fulham,38,12,16,10,39,46,46,1.2105263157894737
afc-sunderland,38,11,16,11,48,56,44,1.1578947368421053
bolton-wanderers,38,10,19,9,42,67,39,1.0263157894736843
wolverhampton-wanderers,38,9,18,11,32,56,38,1.0
wigan-athletic,38,9,20,9,37,79,36,0.9473684210526315
west-ham-united,38,8,19,11,47,66,35,0.9210526315789473
fc-burnley,38,8,24,6,42,82,30,0.7894736842105263
hull-city,38,6,20,12,34,75,30,0.7894736842105263
fc-portsmouth,38,7,24,7,34,66,19,0.5
