Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
manchester-united,38,23,4,11,78,37,80,2.1052631578947367
fc-chelsea,38,21,9,8,69,33,71,1.868421052631579
manchester-city,38,21,9,8,60,33,71,1.868421052631579
fc-arsenal,38,19,8,11,72,43,68,1.7894736842105263
tottenham-hotspur,38,16,8,14,55,46,62,1.631578947368421
fc-liverpool,38,17,14,7,59,44,58,1.5263157894736843
fc-everton,38,13,10,15,51,45,54,1.4210526315789473
fc-fulham,38,11,11,16,49,43,49,1.2894736842105263
aston-villa,38,12,14,12,48,59,48,1.263157894736842
afc-sunderland,38,12,15,11,45,56,47,1.236842105263158
west-bromwich-albion,38,12,15,11,56,71,47,1.236842105263158
newcastle-united,38,11,14,13,56,57,46,1.2105263157894737
stoke-city,38,13,18,7,46,48,46,1.2105263157894737
bolton-wanderers,38,12,16,10,52,56,46,1.2105263157894737
blackburn-rovers,38,11,17,10,46,59,43,1.131578947368421
wigan-athletic,38,9,14,15,40,61,42,1.105263157894737
wolverhampton-wanderers,38,11,20,7,46,66,40,1.0526315789473684
birmingham-city,38,8,15,15,37,58,39,1.0263157894736843
fc-blackpool,38,10,19,9,55,78,39,1.0263157894736843
west-ham-united,38,7,19,12,43,70,33,0.868421052631579
