Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
manchester-united,38,28,5,5,83,27,89,2.3421052631578947
fc-chelsea,38,24,3,11,64,24,83,2.1842105263157894
fc-liverpool,38,20,10,8,57,27,68,1.7894736842105263
fc-arsenal,38,19,8,11,63,35,68,1.7894736842105263
tottenham-hotspur,38,17,12,9,57,54,60,1.5789473684210527
fc-everton,38,15,10,13,52,36,58,1.5263157894736843
bolton-wanderers,38,16,14,8,47,52,56,1.4736842105263157
fc-reading,38,16,15,7,52,47,55,1.4473684210526316
fc-portsmouth,38,14,12,12,45,42,54,1.4210526315789473
blackburn-rovers,38,15,16,7,52,54,52,1.368421052631579
aston-villa,38,11,10,17,43,41,50,1.3157894736842106
fc-middlesbrough,38,12,16,10,44,49,46,1.2105263157894737
newcastle-united,38,11,17,10,38,47,43,1.131578947368421
manchester-city,38,11,18,9,29,44,42,1.105263157894737
west-ham-united,38,12,21,5,35,59,41,1.0789473684210527
fc-fulham,38,8,15,15,38,60,39,1.0263157894736843
wigan-athletic,38,10,20,8,37,59,38,1.0
sheffield-united,38,10,20,8,32,55,38,1.0
charlton-athletic,38,8,20,10,34,60,34,0.8947368421052632
fc-watford,38,5,20,13,29,59,28,0.7368421052631579
