Name,Matches,Won,Lost,Draw,GF,GA,Points,PPM
manchester-united,38,24,6,8,79,31,80,2.1052631578947367
fc-arsenal,38,20,8,10,63,38,70,1.8421052631578947
fc-liverpool,38,20,9,9,71,39,69,1.8157894736842106
leeds-united,38,20,10,8,64,43,68,1.7894736842105263
ipswich-town,38,20,12,6,57,42,66,1.736842105263158
fc-chelsea,38,17,11,10,68,45,61,1.605263157894737
afc-sunderland,38,15,11,12,46,41,57,1.5
aston-villa,38,13,10,15,46,43,54,1.4210526315789473
charlton-athletic,38,14,14,10,50,57,52,1.368421052631579
fc-southampton,38,14,14,10,40,48,52,1.368421052631579
newcastle-united,38,14,15,9,44,50,51,1.3421052631578947
tottenham-hotspur,38,13,15,10,47,54,49,1.2894736842105263
leicester-city,38,14,18,6,39,51,48,1.263157894736842
fc-middlesbrough,38,9,14,15,44,44,42,1.105263157894737
west-ham-united,38,10,16,12,45,50,42,1.105263157894737
fc-everton,38,11,18,9,45,59,42,1.105263157894737
derby-county,38,10,16,12,37,59,42,1.105263157894737
manchester-city,38,8,20,10,41,65,34,0.8947368421052632
coventry-city,38,8,20,10,36,63,34,0.8947368421052632
bradford-city,38,5,22,11,30,70,26,0.6842105263157895
